text,clean_text,true_label,svm_pred,lr_pred,bert_pred,ensemble_pred,ensemble_correct
The Trump Foundation was used as his personal slush fund. The Clinton foundation is a highly-rated charity that has…,the trump foundation was used as his personal slush fund the clinton foundation is highly rated charity that has,Negative,Neutral,Negative,Negative,Negative,True
Looks like Spain and Airbus were part of military shipments to #Yemen,looks like spain and airbus were part of military shipments to yemen,Neutral,Negative,Negative,Neutral,Neutral,True
"im like a hawaiian roll still in the bag because your mom won't let you open it because ""they for thanksgiving""",im like hawaiian roll still in the bag because your mom won let you open it because they for thanksgiving,Neutral,Positive,Positive,Positive,Positive,False
Check out NIB Wal-Mart EXCLUSIVE #Hatchimals #Burtle By Spin Master - 1 day left,check out nib wal mart exclusive hatchimals burtle by spin master day left,Neutral,Neutral,Neutral,Neutral,Neutral,True
"You seriously expect to keep the vaccines cool with a ballpoint pen, a dozen tins of tuna in brine and no interruptions?",you seriously expect to keep the vaccines cool with ballpoint pen dozen tins of tuna in brine and not interruptions,Negative,Positive,Negative,Positive,Positive,False
If you have any love for Leonard Cohen you have to read Beautiful Losers like right now.,if you have any love for leonard cohen you have to read beautiful losers like right now,Positive,Positive,Positive,Positive,Positive,True
Its that time of night again where no one can beat me at Rock'em Sock'em Robots.,its that time of night again where not one can beat me at rock em sock em robots,Positive,Positive,Positive,Neutral,Neutral,False
How #EU secretly embraced #Israeli ministry in East #Jerusalem @user V @user #Palestinians #HumanRights,how eu secretly embraced israeli ministry in east jerusalem palestinians humanrights,Neutral,Neutral,Neutral,Neutral,Neutral,True
This...is upsetting and a manipulative way of diverting the conversation about gun control.,this is upsetting and manipulative way of diverting the conversation about gun control,Negative,Positive,Neutral,Negative,Negative,True
"If there is a higher power out there, his name is David Blaine",if there is higher power out there his name is david blaine,Neutral,Neutral,Neutral,Neutral,Neutral,True
"When all the nut jobs w guns start in, maybe it will be Trump's presidency that gets the US gun control...",when all the nut jobs guns start in maybe it will be trump presidency that gets the us gun control,Neutral,Neutral,Negative,Negative,Negative,False
But remember the Clinton Foundation??,but remember the clinton foundation,Neutral,Neutral,Negative,Neutral,Neutral,True
.@POTUS @user Please help endangered species in war torn #Yemen zoo & help stop the bombs! #SaveTaiz,please help endangered species in war torn yemen zoo help stop the bombs savetaiz,Neutral,Negative,Negative,Neutral,Neutral,True
@user did u need verlander for some trade bait,did need verlander for some trade bait,Neutral,Neutral,Neutral,Neutral,Neutral,True
There's no better way to get around in London than an #uber with Abdulla in his all black #prius banging the tunes…,there not better way to get around in london than an uber with abdulla in his all black prius banging the tunes,Neutral,Neutral,Neutral,Neutral,Neutral,True
@user what was it that @user recently said about the cy young vote? I feel like saying a similar thought for this here,what was it that recently said about the cy young vote feel like saying similar thought for this here,Neutral,Neutral,Neutral,Neutral,Neutral,True
See how Uber drivers use weteak's software to track income and manage expenses!,see how uber drivers use weteak software to track income and manage expenses,Positive,Neutral,Neutral,Neutral,Neutral,False
"@user @user @user @user @user @user Only if he's collecting & filling his cabinet with,,",only if he collecting filling his cabinet with,Neutral,Neutral,Negative,Neutral,Neutral,True
Swampbitch Nasty Pelosi  loves yelling 'Fire' in the crowded swamp. #blackfriday @user,swampbitch nasty pelosi loves yelling fire in the crowded swamp blackfriday,Negative,Neutral,Negative,Negative,Negative,True
@user the reality is that anyone who made a big splash in their teens & is now not in a 20-something or eligible for social security,the reality is that anyone who made big splash in their teens is now not in something or eligible for social security,Negative,Negative,Negative,Negative,Negative,True
"@user ur CEO was on #GMA and  said that there would be plenty of #Hatchimals and ur Kingston,Ma said they didn't",ur ceo was on gma and said that there would be plenty of hatchimals and ur kingston ma said they didn,Neutral,Neutral,Neutral,Neutral,Neutral,True
Courageous & compelling story telling of terrible trap for civilians #Mosul #Mosuloffensive @user,courageous compelling story telling of terrible trap for civilians mosul mosuloffensive,Neutral,Neutral,Negative,Negative,Negative,False
hey kim jong-un put down the bioculars big guy-parties over-c r nukey nukeys-your ass is grass big boy.yep never fear-the donald's here- :O),hey kim jong un put down the bioculars big guy parties over nukey nukeys your ass is grass big boy yep never fear the donald here,Negative,Negative,Negative,Negative,Negative,True
not no muhammad ali but I can back my stuff up,not not muhammad ali but can back my stuff up,Neutral,Negative,Neutral,Neutral,Neutral,True
"@user @user @user Bull. #Trump is at Mar-A-Lago all weekend -- probably playing #golf with ""elites"" #DrainTheSwamp",bull trump is at mar lago all weekend probably playing golf with elites draintheswamp,Neutral,Neutral,Neutral,Neutral,Neutral,True
I liked a @user video Kobe Bryant Reverse Dunk on Tim Duncan,liked video kobe bryant reverse dunk on tim duncan,Positive,Positive,Positive,Positive,Positive,True
"Millennials, perpetual petulant children, The Daycare Generation. #p2 #tcot #maga #trump protest",millennials perpetual petulant children the daycare generation tcot maga trump protest,Neutral,Neutral,Negative,Neutral,Neutral,True
One direction sounds a little different #voiceover #onedirection #jaronsvoice #lo... (Vine by @user,one direction sounds little different voiceover onedirection jaronsvoice lo vine by,Neutral,Neutral,Neutral,Neutral,Neutral,True
"Bob Dylan sings his 7th biggest hit, Gotta Serve Somebody live on the 1980 Grammy Awards. Intro by Kenny Rogers -",bob dylan sings his th biggest hit gotta serve somebody live on the grammy awards intro by kenny rogers,Positive,Positive,Positive,Neutral,Neutral,False
"@user Hi! I counted 110,000  votes Hillary lost across the 3 close states(wi, pa, mi) v  popular vote. Does that work?",hi counted votes hillary lost across the close states wi pa mi popular vote does that work,Neutral,Negative,Neutral,Negative,Negative,False
"Message @user @user phone off, shirt on... Mi Skansen",message phone off shirt on mi skansen,Neutral,Positive,Neutral,Neutral,Neutral,True
Since Trump became President: Media credibility - deadClinton dynasty - dead TPP - deadFidel Castro - dead#MAGA #TRUMP,since trump became president media credibility deadclinton dynasty dead tpp deadfidel castro deadmaga trump,Negative,Negative,Negative,Negative,Negative,True
Melania Trump Gives Rare Campaign Speech,melania trump gives rare campaignspeech,Neutral,Neutral,Neutral,Neutral,Neutral,True
"You say this that endo, but it smell like that outdo.",you say this that endo but it smell like that outdo,Neutral,Negative,Negative,Neutral,Neutral,True
@user @user @user @user Dem drone strikes doe,them drone strikes doe,Neutral,Neutral,Negative,Neutral,Neutral,True
#ifonly #stillwithher #presidenthillaryclinton #monsinnyc while walking down the street on…,ifonly stillwithher presidenthillaryclinton monsinnyc while walking down the street on,Positive,Neutral,Neutral,Neutral,Neutral,False
"@user @user Sure. Why not? How about ramp up in drone strikes? FISA courts? US Citz targeted w/out due process? BTW, this is Obama",sure why not how about ramp up in drone strikes fisa courts us citz targeted out due process btw this is obama,Negative,Negative,Negative,Negative,Negative,True
"Liberals set plan to phase out coal by 2030, with flexibility for Nova Scotia - why not @user via @user",liberals set plan to phase out coal by with flexibility for nova scotia why not via,Neutral,Neutral,Neutral,Negative,Negative,False
If Stein was genuinely interested in ferreting voting irregularities she would pursue correcting voter registration & standardize machines,if stein was genuinely interested in ferreting voting irregularities she would pursue correcting voter registration standardize machines,Neutral,Neutral,Neutral,Neutral,Neutral,True
Meet the stars of our #MannequinChallenge! It is online now on our FB-page! Let's #orangetheworld and put an end to…,meet the stars of our mannequinchallenge it is online now on our fb page let orangetheworld and put an end to,Neutral,Neutral,Neutral,Positive,Positive,False
@user *teringat ricky martin 😆,teringat ricky martin,Positive,Positive,Neutral,Positive,Positive,True
Rest In Peace #jamesmeans I'm praying for his family #BlackLivesMatter,rest in peace jamesmeans praying for his family blacklivesmatter,Neutral,Neutral,Neutral,Neutral,Neutral,True
New #android #app: Cristiano Ronaldo Wallpapers,new android app cristiano ronaldo wallpapers,Neutral,Neutral,Neutral,Neutral,Neutral,True
"@user he got kicked out because he tried to present half the argument, something the greens and gun control Australia specialise in",he got kicked out because he tried to present half the argument something the greens and gun control australia specialise in,Negative,Neutral,Negative,Negative,Negative,True
Trudeau Liberals even will remove mandatory minimum sentences on sex crimes against children - 😮 - did you vote for…,trudeau liberals even will remove mandatory minimum sentences on sex crimes against children did you vote for,Negative,Negative,Negative,Negative,Negative,True
